Nome;Email;Telefone;Idade;Estado;Faixa Etária;Válido
Igor nascimento;ana.araujo@gmail.com;(36) 95788-5386;76.0;BA;Idoso;True
Carlos pereira;fernanda.ribeiro@gmail.com;(15) 99824-5048;32.0;PR;Adulto;True
Ana silva;fernanda.lima@gmail.com;(51) 99687-6365;44.0;PE;Adulto;True
Carlos araujo;bruno.costa@gmail.com;(68) 98775-4776;45.0;CE;Adulto;True
Daniela ribeiro;carlos.almeida@gmail.com;(60) 92192-3028;31.0;RS;Adulto;True
Fernanda almeida;daniela.oliveira@gmail.com;(76) 92742-4384;38.0;RJ;Adulto;True
Eduardo araujo;carlos.araujo@gmail.com;(67) 99925-6107;65.0;SP;Idoso;True
Ana araujo;bruno.nascimento@gmail.com;(52) 97697-3985;74.0;SC;Idoso;True
Daniela ribeiro;fernanda.silva@gmail.com;(46) 94659-1500;33.0;RJ;Adulto;True
Fernanda araujo;ana.lima@gmail.com;(55) 92451-3075;33.0;CE;Adulto;True
Eduardo souza;eduardo.nascimento@gmail.com;(84) 97918-8913;56.0;SC;Adulto;True
Daniela pereira;juliana.pereira@gmail.com;(62) 95181-6979;23.0;BA;Jovem;True
Ana araujo;eduardo.almeida@gmail.com;(41) 94946-3458;42.0;BA;Adulto;True
Helena lima;fernanda.costa@gmail.com;(82) 94921-6612;65.0;CE;Idoso;True
Carlos nascimento;carlos.pereira@gmail.com;(73) 96538-1398;35.0;SC;Adulto;True
Ana costa;gustavo.lima@gmail.com;(19) 91756-5729;48.0;RJ;Adulto;True
Ana costa;carlos.araujo@gmail.com;(16) 95203-5442;62.0;MG;Idoso;True
Gustavo silva;carlos.costa@gmail.com;(81) 95096-5868;26.0;SP;Jovem;True
Bruno oliveira;gustavo.nascimento@gmail.com;(27) 99121-7406;22.0;MG;Jovem;True
Ana pereira;fernanda.costa@gmail.com;(33) 99286-9353;21.0;BA;Jovem;True
Bruno costa;igor.almeida@gmail.com;(85) 95085-3826;58.0;SP;Adulto;True
Eduardo silva;gustavo.araujo@gmail.com;(26) 90348-3312;66.0;RJ;Idoso;True
Fernanda lima;igor.souza@gmail.com;(61) 99372-8139;24.0;RJ;Jovem;True
Carlos ribeiro;helena.almeida@gmail.com;(56) 96366-9828;44.0;MG;Adulto;True
Ana almeida;juliana.almeida@gmail.com;(83) 90704-4619;23.0;RS;Jovem;True
Gustavo lima;igor.lima@gmail.com;(13) 97680-4757;26.0;PR;Jovem;True
Juliana souza;fernanda.araujo@gmail.com;(24) 99027-7909;46.0;SC;Adulto;True
Juliana araujo;helena.ribeiro@gmail.com;(59) 97102-6597;20.0;SC;Jovem;True
Ana ribeiro;gustavo.costa@gmail.com;(70) 97939-3632;18.0;SP;Jovem;True
Juliana silva;daniela.souza@gmail.com;(42) 95813-9593;64.0;SC;Idoso;True
Igor almeida;eduardo.costa@gmail.com;(46) 93765-1103;49.0;SC;Adulto;True
Gustavo silva;helena.silva@gmail.com;(61) 96924-3811;23.0;GO;Jovem;True
Carlos ribeiro;igor.ribeiro@gmail.com;(57) 91880-6481;54.0;PR;Adulto;True
Eduardo souza;ana.lima@gmail.com;(37) 98384-1679;62.0;PE;Idoso;True
Daniela nascimento;daniela.pereira@gmail.com;(14) 94787-1287;27.0;GO;Jovem;True
Daniela araujo;juliana.nascimento@gmail.com;(61) 95406-7615;49.0;SC;Adulto;True
Eduardo nascimento;igor.nascimento@gmail.com;(47) 98690-7949;66.0;PR;Idoso;True
Eduardo silva;fernanda.silva@gmail.com;(17) 92118-7221;47.0;SC;Adulto;True
Helena pereira;fernanda.costa@gmail.com;(11) 90196-5140;40.0;MG;Adulto;True
Igor ribeiro;juliana.souza@gmail.com;(55) 99036-6066;75.0;CE;Idoso;True
Juliana ribeiro;bruno.souza@gmail.com;(63) 95687-2897;44.0;SC;Adulto;True
Helena ribeiro;carlos.souza@gmail.com;(75) 95688-5650;24.0;PE;Jovem;True
Helena ribeiro;igor.lima@gmail.com;(23) 94024-5800;18.0;RS;Jovem;True
Fernanda silva;eduardo.almeida@gmail.com;(61) 91107-1929;21.0;PE;Jovem;True
Gustavo silva;eduardo.silva@gmail.com;(82) 98749-1614;74.0;SP;Idoso;True
Carlos araujo;eduardo.almeida@gmail.com;(69) 95655-1794;42.0;SC;Adulto;True
Eduardo silva;carlos.almeida@gmail.com;(82) 99399-9199;44.0;GO;Adulto;True
Igor lima;gustavo.pereira@gmail.com;(78) 91093-6402;42.0;PE;Adulto;True
Fernanda costa;eduardo.lima@gmail.com;(75) 91333-5033;59.0;BA;Adulto;True
Bruno pereira;fernanda.costa@gmail.com;(54) 90720-4557;21.0;RJ;Jovem;True
Gustavo souza;juliana.silva@gmail.com;(32) 90654-3626;34.0;GO;Adulto;True
Igor lima;juliana.ribeiro@gmail.com;(26) 94408-1496;63.0;MG;Idoso;True
Carlos araujo;bruno.nascimento@gmail.com;(29) 98590-7392;31.0;PR;Adulto;True
Fernanda silva;carlos.oliveira@gmail.com;(65) 98084-2883;54.0;BA;Adulto;True
Eduardo silva;carlos.oliveira@gmail.com;(44) 92441-6901;72.0;CE;Idoso;True
Helena almeida;bruno.pereira@gmail.com;(16) 99958-9156;25.0;PE;Jovem;True
Igor oliveira;igor.ribeiro@gmail.com;(90) 99899-2672;43.0;PE;Adulto;True
Bruno almeida;helena.nascimento@gmail.com;(26) 90505-4426;53.0;RJ;Adulto;True
Carlos souza;eduardo.costa@gmail.com;(57) 97313-3526;39.0;GO;Adulto;True
Igor ribeiro;gustavo.costa@gmail.com;(72) 91684-3309;53.0;MG;Adulto;True
Helena araujo;helena.silva@gmail.com;(14) 93597-2001;78.0;SP;Idoso;True
Fernanda silva;bruno.araujo@gmail.com;(80) 92560-6196;46.0;MG;Adulto;True
Carlos oliveira;daniela.nascimento@gmail.com;(41) 99633-8181;80.0;RJ;Idoso;True
Daniela nascimento;igor.araujo@gmail.com;(41) 94792-6796;61.0;PR;Idoso;True
Fernanda araujo;bruno.nascimento@gmail.com;(96) 93200-5869;80.0;PR;Idoso;True
Igor nascimento;eduardo.costa@gmail.com;(67) 92548-1148;74.0;SP;Idoso;True
Helena ribeiro;gustavo.souza@gmail.com;(33) 93954-4998;37.0;GO;Adulto;True
Helena almeida;bruno.pereira@gmail.com;(36) 95255-8167;37.0;BA;Adulto;True
Juliana nascimento;ana.ribeiro@gmail.com;(54) 91269-5464;51.0;CE;Adulto;True
Igor araujo;daniela.almeida@gmail.com;(69) 95245-1408;57.0;SP;Adulto;True
Fernanda nascimento;carlos.silva@gmail.com;(17) 91261-2862;70.0;RS;Idoso;True
Fernanda silva;carlos.almeida@gmail.com;(81) 99619-4749;54.0;RJ;Adulto;True
Eduardo lima;igor.silva@gmail.com;(58) 91708-8031;22.0;GO;Jovem;True
Daniela oliveira;fernanda.oliveira@gmail.com;(19) 90940-6828;18.0;PE;Jovem;True
Fernanda araujo;gustavo.almeida@gmail.com;(94) 91300-4781;29.0;SC;Idoso;True
Eduardo oliveira;carlos.silva@gmail.com;(50) 91484-3495;47.0;SP;Adulto;True
Igor araujo;helena.silva@gmail.com;(74) 94074-4684;33.0;SC;Adulto;True
Igor costa;fernanda.almeida@gmail.com;(76) 90293-6677;45.0;CE;Adulto;True
Helena oliveira;bruno.souza@gmail.com;(12) 95595-3240;44.0;GO;Adulto;True
Gustavo costa;igor.lima@gmail.com;(52) 93150-7465;80.0;RS;Idoso;True
Ana araujo;juliana.lima@gmail.com;(81) 92914-2755;72.0;BA;Idoso;True
Eduardo lima;bruno.nascimento@gmail.com;(58) 90977-8358;32.0;MG;Adulto;True
Daniela lima;carlos.lima@gmail.com;(27) 92606-3690;61.0;RJ;Idoso;True
Bruno costa;igor.silva@gmail.com;(61) 98146-7095;18.0;SP;Jovem;True
Fernanda lima;daniela.pereira@gmail.com;(12) 99733-9303;47.0;RS;Adulto;True
Helena souza;eduardo.ribeiro@gmail.com;(16) 99015-2335;43.0;RS;Adulto;True
Daniela oliveira;daniela.pereira@gmail.com;(97) 92680-8006;44.0;CE;Adulto;True
Fernanda araujo;ana.costa@gmail.com;(46) 90779-9726;50.0;PE;Adulto;True
Bruno lima;helena.almeida@gmail.com;(59) 97461-4600;66.0;BA;Idoso;True
Fernanda costa;gustavo.lima@gmail.com;(48) 91123-9507;79.0;RS;Idoso;True
Juliana lima;helena.silva@gmail.com;(92) 99219-5902;22.0;RJ;Jovem;True
Bruno ribeiro;fernanda.lima@gmail.com;(51) 97919-9948;48.0;PE;Adulto;True
Fernanda silva;fernanda.oliveira@gmail.com;(72) 90864-5576;41.0;MG;Adulto;True
Fernanda pereira;helena.ribeiro@gmail.com;(87) 96899-7867;27.0;RS;Jovem;True
Fernanda almeida;carlos.almeida@gmail.com;(95) 99689-8825;18.0;RJ;Jovem;True
Igor oliveira;ana.oliveira@gmail.com;(74) 96125-7032;70.0;SP;Idoso;True
Carlos almeida;ana.araujo@gmail.com;(29) 99383-9227;78.0;GO;Idoso;True
Daniela ribeiro;bruno.araujo@gmail.com;(21) 93471-3995;63.0;RJ;Idoso;True
Daniela souza;carlos.nascimento@gmail.com;(22) 98005-7275;57.0;MG;Adulto;True
Carlos nascimento;igor.almeida@gmail.com;(17) 98966-6855;43.0;CE;Adulto;True
Igor pereira;gustavo.araujo@gmail.com;(26) 91488-2470;46.0;MG;Adulto;True
Gustavo lima;gustavo.lima@gmail.com;(25) 98097-3753;54.0;MG;Adulto;True
Gustavo oliveira;carlos.costa@gmail.com;(17) 97339-4750;52.0;PE;Adulto;True
Fernanda oliveira;helena.costa@gmail.com;(81) 99951-2879;56.0;GO;Adulto;True
Gustavo nascimento;igor.ribeiro@gmail.com;(82) 97535-6600;55.0;CE;Adulto;True
Daniela souza;helena.pereira@gmail.com;(41) 96622-7950;65.0;PR;Idoso;True
Helena souza;carlos.souza@gmail.com;(85) 97186-7939;80.0;PE;Idoso;True
Helena pereira;helena.almeida@gmail.com;(91) 93220-3128;79.0;GO;Idoso;True
Carlos silva;fernanda.araujo@gmail.com;(52) 96040-6875;23.0;BA;Jovem;True
Fernanda araujo;helena.souza@gmail.com;(61) 98554-9666;51.0;CE;Adulto;True
Igor pereira;bruno.oliveira@gmail.com;(60) 93485-1985;76.0;CE;Idoso;True
Juliana almeida;igor.almeida@gmail.com;(75) 96558-4727;75.0;PE;Idoso;True
Ana oliveira;fernanda.pereira@gmail.com;(56) 95147-5965;41.0;PR;Adulto;True
Fernanda pereira;ana.oliveira@gmail.com;(76) 99731-8976;20.0;MG;Jovem;True
Fernanda ribeiro;bruno.almeida@gmail.com;(86) 90854-1113;26.0;PR;Jovem;True
Ana nascimento;daniela.araujo@gmail.com;(22) 91522-3140;28.0;PR;Jovem;True
Helena nascimento;igor.ribeiro@gmail.com;(30) 96611-9380;41.0;GO;Adulto;True
Fernanda pereira;eduardo.almeida@gmail.com;(87) 98330-9979;19.0;GO;Jovem;True
Ana pereira;bruno.almeida@gmail.com;(69) 97336-1141;60.0;CE;Idoso;True
Helena souza;daniela.nascimento@gmail.com;(49) 92621-1268;65.0;MG;Idoso;True
Bruno silva;fernanda.silva@gmail.com;(57) 92362-6569;52.0;BA;Adulto;True
Gustavo almeida;eduardo.pereira@gmail.com;(69) 98503-5639;34.0;GO;Adulto;True
Bruno pereira;ana.ribeiro@gmail.com;(42) 97148-1404;56.0;PR;Adulto;True
Helena oliveira;eduardo.lima@gmail.com;(92) 94762-2139;37.0;PR;Adulto;True
Juliana pereira;igor.araujo@gmail.com;(25) 96424-8307;45.0;PE;Adulto;True
Ana lima;gustavo.araujo@gmail.com;(41) 94074-3196;72.0;SP;Idoso;True
Carlos almeida;fernanda.pereira@gmail.com;(22) 94764-7848;53.0;MG;Adulto;True
Bruno souza;fernanda.almeida@gmail.com;(18) 91436-2300;18.0;PE;Jovem;True
Daniela costa;carlos.silva@gmail.com;(28) 92434-5222;27.0;SC;Jovem;True
Carlos silva;juliana.nascimento@gmail.com;(35) 94642-7944;45.0;PE;Adulto;True
Gustavo ribeiro;fernanda.ribeiro@gmail.com;(86) 99428-5161;61.0;PE;Idoso;True
Eduardo nascimento;gustavo.lima@gmail.com;(60) 98896-5859;19.0;GO;Jovem;True
Fernanda ribeiro;fernanda.araujo@gmail.com;(61) 97950-9684;58.0;CE;Adulto;True
Helena araujo;bruno.costa@gmail.com;(76) 99143-1331;21.0;PE;Jovem;True
Juliana souza;helena.araujo@gmail.com;(23) 91628-3909;63.0;CE;Idoso;True
Fernanda almeida;bruno.costa@gmail.com;(40) 94433-1169;80.0;BA;Idoso;True
Gustavo oliveira;ana.costa@gmail.com;(26) 91454-2195;38.0;SP;Adulto;True
Daniela lima;carlos.lima@gmail.com;(25) 92875-6232;77.0;SC;Idoso;True
Ana souza;bruno.lima@gmail.com;(61) 93551-4508;41.0;GO;Adulto;True
Bruno almeida;daniela.nascimento@gmail.com;(62) 99896-1577;66.0;PR;Idoso;True
Igor silva;bruno.lima@gmail.com;(64) 91427-1115;53.0;MG;Adulto;True
Igor silva;carlos.ribeiro@gmail.com;(15) 91322-2506;36.0;SP;Adulto;True
Fernanda almeida;ana.souza@gmail.com;(74) 98703-5017;76.0;RS;Idoso;True
Bruno oliveira;carlos.silva@gmail.com;(68) 93627-2154;43.0;MG;Adulto;True
Gustavo almeida;gustavo.araujo@gmail.com;(84) 96011-2051;24.0;SP;Jovem;True
Ana almeida;igor.ribeiro@gmail.com;(52) 90700-9862;28.0;SC;Jovem;True
Eduardo costa;igor.souza@gmail.com;(47) 99810-1607;45.0;CE;Adulto;True
Gustavo araujo;bruno.nascimento@gmail.com;(49) 95446-8155;58.0;CE;Adulto;True
Helena araujo;helena.ribeiro@gmail.com;(24) 95054-3985;28.0;RJ;Jovem;True
Juliana lima;ana.nascimento@gmail.com;(68) 94227-6415;43.0;SP;Adulto;True
Juliana silva;helena.almeida@gmail.com;(98) 90836-9511;39.0;CE;Adulto;True
Fernanda pereira;carlos.souza@gmail.com;(96) 90416-8933;19.0;CE;Jovem;True
Carlos silva;fernanda.oliveira@gmail.com;(37) 91233-2614;59.0;BA;Adulto;True
Ana araujo;daniela.silva@gmail.com;(63) 90130-9846;37.0;MG;Adulto;True
Helena araujo;eduardo.oliveira@gmail.com;(87) 93696-9392;78.0;RS;Idoso;True
Gustavo ribeiro;juliana.oliveira@gmail.com;(78) 95370-1145;36.0;PR;Adulto;True
Daniela ribeiro;gustavo.almeida@gmail.com;(34) 90624-3491;21.0;SP;Jovem;True
Eduardo silva;eduardo.pereira@gmail.com;(97) 95026-9049;67.0;PR;Idoso;True
Ana lima;juliana.costa@gmail.com;(71) 91415-5411;78.0;SC;Idoso;True
Carlos lima;ana.costa@gmail.com;(37) 90298-8717;47.0;RS;Adulto;True
Juliana pereira;ana.ribeiro@gmail.com;(14) 96528-4970;41.0;CE;Adulto;True
Igor silva;daniela.pereira@gmail.com;(56) 95351-7000;66.0;PR;Idoso;True
Fernanda souza;eduardo.oliveira@gmail.com;(82) 94104-4672;79.0;CE;Idoso;True
Bruno araujo;igor.pereira@gmail.com;(40) 96506-5534;73.0;RJ;Idoso;True
Daniela lima;fernanda.ribeiro@gmail.com;(88) 98556-3029;61.0;SC;Idoso;True
Juliana ribeiro;gustavo.araujo@gmail.com;(98) 91855-2743;78.0;SC;Idoso;True
Helena oliveira;bruno.oliveira@gmail.com;(39) 97635-4516;38.0;MG;Adulto;True
Igor nascimento;ana.araujo@gmail.com;(36) 95788-5386;76.0;BA;Idoso;True
Helena ribeiro;fernanda.silva@gmail.com;(34) 98534-4600;45.0;SP;Adulto;True
Fernanda oliveira;bruno.costa@gmail.com;(88) 91048-6372;69.0;MG;Idoso;True
Eduardo nascimento;bruno.silva@gmail.com;(76) 91674-9838;45.0;MG;Adulto;True
Ana souza;fernanda.pereira@gmail.com;(35) 94848-9762;19.0;SC;Jovem;True
Gustavo ribeiro;fernanda.oliveira@gmail.com;(26) 98139-6432;25.0;PE;Jovem;True
Gustavo lima;igor.silva@gmail.com;(84) 91062-6183;61.0;SP;Idoso;True
Igor oliveira;juliana.lima@gmail.com;(18) 93839-4426;55.0;MG;Adulto;True
Bruno oliveira;igor.ribeiro@gmail.com;(54) 94452-5847;80.0;GO;Idoso;True
Carlos nascimento;juliana.almeida@gmail.com;(63) 98198-2653;55.0;RS;Adulto;True
Carlos souza;daniela.souza@gmail.com;(83) 91328-5137;23.0;PR;Jovem;True
Igor lima;fernanda.nascimento@gmail.com;(67) 96941-1146;24.0;RJ;Jovem;True
Bruno almeida;eduardo.nascimento@gmail.com;(67) 97516-8670;63.0;CE;Idoso;True
Gustavo pereira;helena.araujo@gmail.com;(78) 90291-4189;44.0;GO;Adulto;True
Juliana pereira;igor.araujo@gmail.com;(49) 96075-8445;65.0;RJ;Idoso;True
Carlos silva;fernanda.ribeiro@gmail.com;(95) 93199-7775;78.0;PE;Idoso;True
Bruno nascimento;juliana.oliveira@gmail.com;(89) 98305-5590;52.0;SC;Adulto;True
Daniela nascimento;eduardo.ribeiro@gmail.com;(78) 93736-6625;35.0;SC;Adulto;True
Helena almeida;juliana.araujo@gmail.com;(23) 91969-9256;63.0;CE;Idoso;True
Eduardo pereira;gustavo.nascimento@gmail.com;(14) 96335-6271;65.0;GO;Idoso;True
Helena ribeiro;juliana.souza@gmail.com;(64) 99741-6957;39.0;PE;Adulto;True
Helena pereira;juliana.oliveira@gmail.com;(98) 94698-5786;70.0;SP;Idoso;True
Helena nascimento;juliana.costa@gmail.com;(54) 90231-5640;70.0;PE;Idoso;True
Carlos nascimento;gustavo.lima@gmail.com;(38) 95712-6623;25.0;MG;Jovem;True
Eduardo ribeiro;gustavo.silva@gmail.com;(17) 91359-9316;18.0;PE;Jovem;True
Bruno souza;juliana.araujo@gmail.com;(20) 90653-4183;74.0;SP;Idoso;True
Gustavo nascimento;igor.ribeiro@gmail.com;(82) 97535-6600;55.0;CE;Adulto;True
Juliana lima;ana.pereira@gmail.com;(91) 97745-5422;19.0;SC;Jovem;True
Igor oliveira;gustavo.ribeiro@gmail.com;(44) 98175-2465;22.0;PE;Jovem;True
Helena almeida;ana.almeida@gmail.com;(97) 97642-8761;30.0;CE;Idoso;True
Juliana almeida;ana.nascimento@gmail.com;(53) 95372-5274;32.0;MG;Adulto;True
Daniela almeida;eduardo.oliveira@gmail.com;(35) 96271-4966;63.0;BA;Idoso;True
Daniela lima;igor.costa@gmail.com;(24) 91974-4787;50.0;SP;Adulto;True
Ana ribeiro;carlos.lima@gmail.com;(92) 95905-1822;69.0;BA;Idoso;True
Eduardo souza;eduardo.silva@gmail.com;(48) 90128-4653;66.0;CE;Idoso;True
Helena ribeiro;carlos.souza@gmail.com;(75) 95688-5650;24.0;PE;Jovem;True
Juliana pereira;bruno.ribeiro@gmail.com;(81) 90919-3433;35.0;SP;Adulto;True
Igor ribeiro;ana.ribeiro@gmail.com;(52) 91876-5756;55.0;CE;Adulto;True
Bruno costa;ana.souza@gmail.com;(10) 94123-2517;30.0;PR;Idoso;True
Daniela araujo;eduardo.ribeiro@gmail.com;(85) 99685-1113;60.0;SC;Idoso;True
Eduardo oliveira;fernanda.souza@gmail.com;(22) 99747-9081;64.0;BA;Idoso;True
Ana nascimento;carlos.pereira@gmail.com;(55) 95283-8969;37.0;PR;Adulto;True
Juliana oliveira;eduardo.almeida@gmail.com;(29) 93412-6093;63.0;CE;Idoso;True
Helena almeida;igor.pereira@gmail.com;(26) 98259-5680;70.0;BA;Idoso;True
Daniela araujo;igor.pereira@gmail.com;(98) 92821-6334;52.0;BA;Adulto;True
Juliana pereira;carlos.ribeiro@gmail.com;(49) 95656-1408;56.0;PE;Adulto;True
Eduardo almeida;igor.pereira@gmail.com;(71) 98231-5868;69.0;SP;Idoso;True
Helena ribeiro;juliana.silva@gmail.com;(97) 94595-5398;80.0;RS;Idoso;True
Carlos ribeiro;bruno.nascimento@gmail.com;(52) 92590-9263;24.0;RS;Jovem;True
Carlos lima;juliana.silva@gmail.com;(19) 95897-8413;30.0;MG;Idoso;True
Gustavo araujo;gustavo.souza@gmail.com;(37) 92844-5457;80.0;PR;Idoso;True
Carlos costa;helena.araujo@gmail.com;(53) 90149-1778;46.0;SP;Adulto;True
Fernanda silva;helena.almeida@gmail.com;(32) 95719-4317;53.0;CE;Adulto;True
Helena ribeiro;igor.lima@gmail.com;(23) 94024-5800;18.0;RS;Jovem;True
Gustavo oliveira;fernanda.almeida@gmail.com;(13) 93174-5656;45.0;SP;Adulto;True
Gustavo oliveira;gustavo.nascimento@gmail.com;(77) 91068-8860;52.0;PE;Adulto;True
Bruno lima;daniela.lima@gmail.com;(21) 99989-7063;24.0;BA;Jovem;True
Fernanda araujo;eduardo.araujo@gmail.com;(15) 92544-4524;61.0;PE;Idoso;True
Fernanda oliveira;gustavo.almeida@gmail.com;(29) 93733-7345;79.0;PR;Idoso;True
Bruno souza;gustavo.lima@gmail.com;(49) 93666-4257;46.0;RJ;Adulto;True
Ana lima;ana.nascimento@gmail.com;(92) 93482-3131;45.0;SP;Adulto;True
Daniela oliveira;ana.lima@gmail.com;(52) 92987-3458;21.0;SC;Jovem;True
Ana ribeiro;bruno.ribeiro@gmail.com;(85) 91524-5206;32.0;PE;Adulto;True
Helena silva;carlos.almeida@gmail.com;(41) 95553-1032;62.0;MG;Idoso;True
Helena souza;ana.ribeiro@gmail.com;(40) 95022-3637;56.0;GO;Adulto;True
Helena almeida;igor.lima@gmail.com;(65) 93350-7070;80.0;PR;Idoso;True
Eduardo araujo;ana.oliveira@gmail.com;(66) 92502-7746;60.0;GO;Idoso;True
Helena silva;igor.ribeiro@gmail.com;(57) 92454-5335;70.0;RS;Idoso;True
Carlos souza;ana.oliveira@gmail.com;(33) 92103-7577;46.0;SC;Adulto;True
Daniela souza;igor.costa@gmail.com;(45) 98729-1246;38.0;GO;Adulto;True
